symbol,expiration,strike,right,dte,cp_sign,timestamp,bid,ask,delta,theta,vega,lambda,gamma,vanna,charm,implied_vol,underlying_timestamp,endpoint,batch_id,ts,bid_quote,ask_quote,bid_size_quote,ask_size_quote,price_trade,size_trade,volume,spot,moneyness,dist_atm_pct,atm_strike,mid,spread,spread_pct,oi,gamma_exp,vega_exp,theta_exp,delta_exp,iv_chg,mid_chg,spread_chg
IWM,2026-04-01,231.0,CALL,0,1,2026-04-01T16:14:59.019,17.17,20.41,0.9365,-19.0671,0.3315,12.4326,0.0097,-0.0383,803.9244,4.7867,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,17.17,20.41,6,4,18.75,1.0,1.0,249.43,0.9261115342981999,-7.3888465701800135,249.0,18.79,3.2399999999999984,17.243214475784985,7,1693.6297,232.05,13346.97,655.5500000000001,0.0,0.0,0.0
IWM,2026-04-01,232.0,CALL,0,1,2026-04-01T16:14:59.937,15.79,19.29,0.971,-7.6534,0.176,13.809,0.0068,-0.0339,537.4881,3.6121,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,15.79,19.29,4,6,19.52,1.0,1.0,249.43,0.9301206751393176,-6.987932486068238,249.0,17.54,3.5,19.954389965792473,7,1187.2867999999999,123.2,5357.380000000001,679.6999999999999,0.0,0.0,0.0
IWM,2026-04-01,233.0,CALL,0,1,2026-04-01T16:14:59.018,14.98,18.4,0.9446,-14.5214,0.298,14.1178,0.0103,-0.0428,759.9093,4.0541,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,14.98,18.4,4,4,16.7,1.0,1.0,249.43,0.9341298159804353,-6.587018401956462,249.0,16.689999999999998,3.419999999999998,20.49131216297183,18,4624.4322,536.4,26138.52,1700.28,0.0,0.0,0.0
IWM,2026-04-01,234.0,CALL,0,1,2026-04-01T16:14:59.985,15.67,17.29,0.8643,-38.9424,0.5806,13.0814,0.0146,-0.0405,992.5475,5.5859,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,15.67,17.29,8,6,15.82,1.0,1.0,249.43,0.9381389568215531,-6.186104317844689,249.0,16.48,1.6199999999999992,9.830097087378636,209,76111.0702,12134.539999999999,813896.1599999999,18063.87,0.0,0.0,0.0
IWM,2026-04-01,236.0,CALL,0,1,2026-04-01T16:14:59.937,13.67,15.24,0.8551,-36.5817,0.6069,14.761,0.017,-0.0456,1002.5799,5.0198,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,13.67,15.24,6,5,15.53,1.0,1.0,249.43,0.9461572385037886,-5.384276149621138,249.0,14.455,1.5700000000000003,10.86129367001038,44,18657.364,2670.36,160959.47999999998,3762.44,0.0,0.0,0.0
IWM,2026-04-01,237.0,CALL,0,1,2026-04-01T16:14:59.968,12.67,14.21,0.8495,-35.4439,0.6226,15.7675,0.0184,-0.0484,1006.5782,4.7413,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,12.67,14.21,8,10,13.73,1.0,1.0,249.43,0.9501663793449063,-4.983362065509364,249.0,13.440000000000001,1.540000000000001,11.45833333333334,257,117950.4584,16000.820000000002,910908.23,21832.15,0.0,0.0,0.0
IWM,2026-04-01,238.0,CALL,0,1,2026-04-01T16:14:59.968,11.67,13.29,0.8391,-35.4772,0.6506,16.7724,0.0201,-0.0506,1007.6755,4.5415,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,11.67,13.29,9,6,11.47,2.0,2.0,249.43,0.9541755201860241,-4.582447981397589,249.0,12.48,1.6199999999999992,12.980769230769223,160,80216.68800000001,10409.599999999999,567635.2000000001,13425.6,0.0,0.0,0.0
IWM,2026-04-01,239.0,CALL,0,1,2026-04-01T16:14:59.968,10.67,12.28,0.8318,-34.2583,0.6697,18.0884,0.0221,-0.054,1007.9211,4.2599,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,10.67,12.28,10,6,11.15,2.0,2.0,249.43,0.9581846610271418,-4.1815338972858145,249.0,11.475,1.6099999999999994,14.030501089324614,187,103081.93610000004,12523.39,640630.21,15554.659999999998,0.0,0.0,0.0
IWM,2026-04-01,240.0,CALL,0,1,2026-04-01T16:14:59.937,9.67,11.29,0.8219,-33.3834,0.6946,19.5632,0.0244,-0.0572,1004.2918,4.0026,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,9.67,11.29,6,22,9.77,1.0,1.0,249.43,0.9621938018682596,-3.7806198131740394,249.0,10.48,1.6199999999999992,15.458015267175565,502,305521.81840000005,34868.92,1675846.6800000002,41259.38,0.0,0.0,0.0
IWM,2026-04-01,241.0,CALL,0,1,2026-04-01T16:14:59.937,8.67,10.27,0.8122,-32.0259,0.7179,21.3929,0.0272,-0.0613,998.5316,3.715,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,8.67,10.27,10,18,9.12,1.0,1.0,249.43,0.9662029427093773,-3.3797057290622647,249.0,9.469999999999999,1.5999999999999996,16.89545934530095,406,275450.5376,29146.739999999998,1300251.54,32975.32,0.0,0.0,0.0
IWM,2026-04-01,242.0,CALL,0,1,2026-04-01T16:14:59.937,7.68,7.85,0.8909,-13.9034,0.4981,28.6368,0.0302,-0.0971,987.5436,2.3222,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,7.68,7.85,6,10,7.58,3.0,3.0,249.43,0.9702120835504952,-2.9787916449504896,249.0,7.765,0.16999999999999993,2.189311010946554,4546,3424404.5156,226436.25999999998,6320485.64,405003.14,0.0,0.0,0.0
IWM,2026-04-01,243.0,CALL,0,1,2026-04-01T16:14:59.937,6.67,8.29,0.7851,-29.561,0.7783,26.1838,0.0346,-0.0698,966.7536,3.163,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,6.67,8.29,15,20,6.62,3.0,3.0,249.43,0.9742212243916129,-2.577877560838715,249.0,7.4799999999999995,1.6199999999999992,21.65775401069518,465,401307.92699999997,36190.95,1374586.5,36507.15,0.0,0.0,0.0
IWM,2026-04-01,244.0,CALL,0,1,2026-04-01T16:14:59.968,5.67,5.85,0.8686,-12.6709,0.5678,37.6136,0.043,-0.1262,1026.3473,1.8562,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,5.67,5.85,21,24,5.5,4.0,4.0,249.43,0.9782303652327305,-2.17696347672694,249.0,5.76,0.17999999999999972,3.124999999999995,1071,1148699.979,60811.38,1357053.3900000001,93027.06000000001,0.0,0.0,0.0
IWM,2026-04-01,245.0,CALL,0,1,2026-04-01T16:14:59.937,4.67,6.15,0.7542,-25.0538,0.8391,34.776,0.0475,-0.0837,911.7718,2.4863,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,4.67,6.15,8,48,4.65,1.0,1.0,249.43,0.9822395060738484,-1.7760493926151655,249.0,5.41,1.4800000000000004,27.356746765249547,1829,2166985.4825,153471.38999999998,4582340.02,137943.18,0.0,0.0,0.0
IWM,2026-04-01,246.0,CALL,0,1,2026-04-01T16:14:59.937,3.68,3.85,0.8313,-10.9805,0.6709,55.1583,0.0693,-0.1747,1041.4011,1.3613,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,3.68,3.85,13,42,3.58,5.0,5.0,249.43,0.986248646914966,-1.3751353085033904,249.0,3.765,0.16999999999999993,4.5152722443559075,1279,2210815.3221,85808.11000000002,1404405.95,106323.27,0.0,0.0,0.0
IWM,2026-04-01,247.0,CALL,0,1,2026-04-01T16:14:59.968,2.67,2.83,0.8028,-9.6386,0.7397,72.8348,0.0961,-0.2152,1020.5697,1.0835,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,2.67,2.83,49,60,2.64,10.0,10.0,249.43,0.9902577877560839,-0.9742212243916156,249.0,2.75,0.16000000000000014,5.818181818181823,1967,4714942.864100001,145498.99,1895912.6199999999,157910.75999999998,0.0,0.0,0.0
IWM,2026-04-01,247.0,PUT,0,-1,2026-04-01T16:14:59.947,0.01,0.02,-0.0214,-0.7427,0.1367,-556.8516,0.0424,-0.2287,453.5846,0.4531,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.01,0.02,1015,20,0.01,6.0,6.0,249.43,0.9902577877560839,-0.9742212243916156,249.0,0.015,0.01,66.66666666666667,3711,-3924691.2552,-50729.369999999995,275615.97000000003,-7941.539999999999,0.0,0.0,0.0
IWM,2026-04-01,248.0,CALL,0,1,2026-04-01T16:14:59.937,1.67,1.84,0.7503,-8.167,0.8463,106.8933,0.1485,-0.2639,926.2547,0.8023,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,1.67,1.84,77,60,1.66,1.0,1.0,249.43,0.9942669285972016,-0.5733071402798408,249.0,1.755,0.17000000000000015,9.686609686609696,3839,14219792.2845,324894.57,3135311.3,288040.17,0.0,0.0,0.0
IWM,2026-04-01,248.0,PUT,0,-1,2026-04-01T16:14:59.985,0.01,0.02,-0.0347,-0.7278,0.2045,-796.5438,0.097,-0.4686,608.4533,0.2968,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.01,0.02,1001,21,0.01,1.0,1.0,249.43,0.9942669285972016,-0.5733071402798408,249.0,0.015,0.01,66.66666666666667,738,-1785569.598,-15092.099999999999,53711.64,-2560.86,0.0,0.0,0.0
IWM,2026-04-01,249.0,CALL,0,1,2026-04-01T16:14:59.957,0.69,2.13,0.5601,-14.0455,1.051,99.1145,0.133,-0.0494,239.8779,1.1125,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.69,2.13,39,71,0.66,2.0,2.0,249.43,0.9982760694383194,-0.1723930561680659,249.0,1.41,1.44,102.12765957446808,7926,26293862.994000003,833022.5999999999,11132463.3,443935.26,0.0,0.0,0.0
IWM,2026-04-01,249.0,PUT,0,-1,2026-04-01T16:14:59.985,0.01,0.03,-0.1113,-0.8026,0.5053,-1454.8516,0.5357,-1.7393,1006.9095,0.1328,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.01,0.03,232,66,0.02,37.0,37.0,249.43,0.9982760694383194,-0.1723930561680659,249.0,0.02,0.019999999999999997,99.99999999999997,497,-6640896.654699999,-25113.41,39889.22,-5531.61,0.0,0.0,0.0
IWM,2026-04-01,250.0,CALL,0,1,2026-04-01T16:14:59.985,0.03,0.05,0.1448,-1.4686,0.6068,906.7231,0.4247,1.2011,-1062.2671,0.2011,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.03,0.05,45,5,0.04,10.0,10.0,249.43,1.002285210279437,0.2285210279437089,249.0,0.04,0.020000000000000004,50.000000000000014,3177,33654889.0017,192780.36,466574.22,46002.96,0.0,0.0,0.0
IWM,2026-04-01,258.0,PUT,0,-1,2026-04-01T16:14:59.938,8.21,9.83,-0.8738,-18.0391,0.552,-24.1675,0.0285,0.0891,-1065.4538,2.7265,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,8.21,9.83,6,6,8.3,4.0,4.0,249.43,1.034358337008379,3.435833700837908,249.0,9.02,1.6199999999999992,17.960088691796,0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
IWM,2026-04-01,273.0,PUT,0,-1,2026-04-01T16:14:59.97,23.21,24.83,-0.93,-24.0441,0.3575,-9.6578,0.0089,0.0367,-902.8303,5.6101,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,23.21,24.83,4,6,23.52,1.0,1.0,249.43,1.0944954496251453,9.44954496251453,249.0,24.02,1.6199999999999974,6.744379683596992,0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
IWM,2026-04-02,140.0,CALL,1,1,2026-04-01T16:14:56.45,109.71,109.85,0.9872,-1.1599,0.4284,2.243,0.0004,-0.0121,11.9007,5.2953,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,109.71,109.85,4,6,99.11,1.0,1.0,249.43,0.5612797177564848,-43.872028224351524,249.0,109.78,0.14000000000000057,0.1275277828384046,8,79.81760000000001,342.72,927.92,789.76,0.0,0.0,0.0
IWM,2026-04-02,145.0,CALL,1,1,2026-04-01T16:14:56.455,104.71,104.85,0.9865,-1.1482,0.4484,2.3484,0.0005,-0.0134,12.4225,5.0046,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,104.71,104.85,4,6,94.12,10.0,10.0,249.43,0.5813254219620735,-41.867457803792654,249.0,104.78,0.14000000000000057,0.13361328497804978,1,12.4715,44.84,114.82000000000001,98.65,0.0,0.0,0.0
IWM,2026-04-02,150.0,CALL,1,1,2026-04-01T16:14:55.028,99.71,99.85,0.9857,-1.1395,0.471,2.4641,0.0005,-0.0149,12.9956,4.7261,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,99.71,99.85,6,6,89.06,2.0,2.0,249.43,0.6013711261676623,-39.862887383233776,249.0,99.78,0.14000000000000057,0.14030867909400738,6,74.82900000000001,282.59999999999997,683.6999999999999,591.42,0.0,0.0,0.0
IWM,2026-04-02,155.0,CALL,1,1,2026-04-01T16:14:50.054,94.71,94.85,0.9849,-1.1274,0.4943,2.5919,0.0006,-0.0165,13.5799,4.4537,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,94.71,94.85,4,6,,,,249.43,0.621416830373251,-37.8583169626749,249.0,94.78,0.14000000000000057,0.14771048744460916,2,29.931599999999996,98.86,225.48,196.98,0.0,0.0,0.0
IWM,2026-04-02,160.0,CALL,1,1,2026-04-01T16:14:55.028,89.71,89.85,0.984,-1.1121,0.5182,2.7339,0.0007,-0.0183,14.1792,4.1873,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,89.71,89.85,6,6,80.35,1.0,1.0,249.43,0.6414625345788397,-35.85374654211603,249.0,89.78,0.14000000000000057,0.15593673423925214,4,69.8404,207.28,444.84000000000003,393.6,0.0,0.0,0.0
IWM,2026-04-02,165.0,CALL,1,1,2026-04-01T16:14:56.45,84.72,84.86,0.9826,-1.1283,0.5571,2.8906,0.0008,-0.0206,15.071,3.9511,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,84.72,84.86,4,6,,,,249.43,0.6615082387844284,-33.84917612155715,249.0,84.78999999999999,0.14000000000000057,0.16511381059087224,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IWM,2026-04-02,170.0,CALL,1,1,2026-04-01T16:14:56.453,79.72,79.86,0.9816,-1.1099,0.5853,3.0686,0.0009,-0.0231,15.7479,3.6968,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,79.72,79.86,4,5,69.15,1.0,1.0,249.43,0.6815539429900173,-31.84460570099828,249.0,79.78999999999999,0.14000000000000057,0.1754605840330876,5,112.24349999999998,292.65000000000003,554.95,490.8,0.0,0.0,0.0
IWM,2026-04-02,175.0,CALL,1,1,2026-04-01T16:14:50.218,74.72,74.86,0.9803,-1.0971,0.619,3.2695,0.001,-0.0259,16.5279,3.4531,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,74.72,74.86,4,6,64.14,10.0,10.0,249.43,0.701599647195606,-29.840035280439402,249.0,74.78999999999999,0.14000000000000057,0.18719080090921325,3,74.82900000000001,185.7,329.13,294.09000000000003,0.0,0.0,0.0
IWM,2026-04-02,180.0,CALL,1,1,2026-04-01T16:14:51.14,69.72,69.86,0.979,-1.08,0.6545,3.499,0.0012,-0.0292,17.3379,3.2128,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,69.72,69.86,6,5,59.06,2.0,2.0,249.43,0.7216453514011947,-27.83546485988053,249.0,69.78999999999999,0.14000000000000057,0.20060180541624956,10,299.316,654.5,1080.0,978.9999999999999,0.0,0.0,0.0
IWM,2026-04-02,185.0,CALL,1,1,2026-04-01T16:14:56.453,64.72,64.87,0.9775,-1.0629,0.6943,3.7632,0.0013,-0.0332,18.2244,2.9785,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,64.72,64.87,6,6,57.49,1.0,1.0,249.43,0.7416910556067835,-25.830894439321657,249.0,64.795,0.15000000000000568,0.2314993440852005,7,226.9813,486.01,744.03,684.25,0.0,0.0,0.0
IWM,2026-04-02,190.0,CALL,1,1,2026-04-01T16:14:56.45,59.73,59.87,0.9753,-1.0669,0.7513,4.068,0.0016,-0.0381,19.4171,2.7617,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,59.73,59.87,4,6,50.2,1.0,1.0,249.43,0.7617367598123722,-23.826324018762783,249.0,59.8,0.14000000000000057,0.23411371237458292,3,119.72640000000001,225.39,320.07,292.59,0.0,0.0,0.0
IWM,2026-04-02,195.0,CALL,1,1,2026-04-01T16:14:56.453,54.73,54.87,0.9733,-1.0453,0.8015,4.4301,0.0018,-0.0438,20.4681,2.5346,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,54.73,54.87,4,6,50.54,1.0,1.0,249.43,0.7817824640179609,-21.82175359820391,249.0,54.8,0.14000000000000057,0.25547445255474555,4,179.5896,320.6,418.11999999999995,389.32000000000005,0.0,0.0,0.0
IWM,2026-04-02,200.0,CALL,1,1,2026-04-01T16:14:50.218,49.73,49.87,0.971,-1.0205,0.8576,4.8637,0.0022,-0.0507,21.6089,2.3105,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,49.73,49.87,4,6,47.3,1.0,1.0,249.43,0.8018281682235496,-19.817183177645035,249.0,49.8,0.14000000000000057,0.28112449799196904,2,109.74920000000002,171.52,204.1,194.2,0.0,0.0,0.0
IWM,2026-04-02,205.0,CALL,1,1,2026-04-01T16:14:55.065,44.73,44.87,0.9683,-0.9954,0.9235,5.3915,0.0026,-0.0594,22.9021,2.0908,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,44.73,44.87,6,6,44.93,1.0,1.0,249.43,0.8218738724291385,-17.812612757086157,249.0,44.8,0.14000000000000057,0.3125000000000013,4,259.4072,369.4,398.15999999999997,387.32,0.0,0.0,0.0
IWM,2026-04-02,210.0,CALL,1,1,2026-04-01T16:14:58.295,39.74,39.87,0.965,-0.9711,1.0034,6.0476,0.0031,-0.0706,24.3977,1.8753,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,39.74,39.87,6,6,40.53,1.0,1.0,249.43,0.8419195766347272,-15.808042336527283,249.0,39.805,0.12999999999999545,0.32659213666623654,104,8041.623199999999,10435.36,10099.44,10036.0,0.0,0.0,0.0
IWM,2026-04-02,212.5,CALL,1,1,2026-04-01T16:14:56.456,37.24,37.38,0.9623,-0.976,1.0644,6.4338,0.0035,-0.0777,25.4577,1.7769,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,37.24,37.38,4,4,,,,249.43,0.8519424287375216,-14.805757126247848,249.0,37.31,0.14000000000000057,0.3752345215759865,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IWM,2026-04-02,215.0,CALL,1,1,2026-04-01T16:14:50.921,34.74,34.88,0.9602,-0.9591,1.1131,6.8807,0.0039,-0.0855,26.3066,1.6689,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,34.74,34.88,6,6,34.86,1.0,1.0,249.43,0.8619652808403159,-13.80347191596841,249.0,34.81,0.14000000000000057,0.40218328066647674,6,583.6662,667.8599999999999,575.46,576.12,0.0,0.0,0.0
IWM,2026-04-02,217.5,CALL,1,1,2026-04-01T16:14:56.435,32.24,32.38,0.9579,-0.9403,1.1659,7.3953,0.0044,-0.0946,27.2065,1.5609,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,32.24,32.38,6,6,32.88,1.0,1.0,249.43,0.8719881329431103,-12.801186705688975,249.0,32.31,0.14000000000000057,0.43330238316310915,1,109.74920000000002,116.58999999999999,94.03,95.78999999999999,0.0,0.0,0.0
IWM,2026-04-02,220.0,CALL,1,1,2026-04-01T16:14:56.459,29.74,29.89,0.9551,-0.9228,1.2274,7.9922,0.005,-0.1053,28.2122,1.4542,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,29.74,29.89,6,6,30.29,1.0,1.0,249.43,0.8820109850459046,-11.798901495409536,249.0,29.814999999999998,0.15000000000000213,0.5031024652020867,48,5986.32,5891.5199999999995,4429.44,4584.48,0.0,0.0,0.0
IWM,2026-04-02,222.5,CALL,1,1,2026-04-01T16:14:56.455,27.25,27.39,0.951,-0.9235,1.3172,8.6826,0.0057,-0.1185,29.5812,1.3558,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,27.25,27.39,4,6,21.86,1.0,1.0,249.43,0.892033837148699,-10.7966162851301,249.0,27.32,0.14000000000000057,0.5124450951683769,1,142.1751,131.72,92.35,95.1,0.0,0.0,0.0
IWM,2026-04-02,225.0,CALL,1,1,2026-04-01T16:14:59.968,24.75,24.89,0.9474,-0.9001,1.3939,9.5211,0.0066,-0.1337,30.7272,1.2478,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,24.75,24.89,10,9,24.77,4.0,4.0,249.43,0.9020566892514934,-9.794331074850662,249.0,24.82,0.14000000000000057,0.5640612409347323,148,24364.3224,20629.719999999998,13321.48,14021.52,0.0,0.0,0.0
IWM,2026-04-02,225.0,PUT,1,-1,2026-04-01T16:14:59.968,0.01,0.02,-0.0036,-0.053,0.1414,-83.1518,0.0011,-0.0387,5.3016,0.7437,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,0.01,0.02,5,47,0.01,75.0,75.0,249.43,0.9020566892514934,-9.794331074850662,249.0,0.015,0.01,66.66666666666667,13551,-371802.8523,-191611.14,71820.3,-4878.36,0.0,0.0,0.0
IWM,2026-04-02,227.5,CALL,1,1,2026-04-01T16:14:59.019,22.26,22.39,0.9431,-0.8753,1.4826,10.54,0.0077,-0.1524,31.9832,1.1398,2026-04-01T20:00:00.19,greeks,1357,2026-04-01 20:23:30 EDT,22.26,22.39,6,6,22.43,1.0,1.0,249.43,0.9120795413542877,-8.792045864571225,249.0,22.325000000000003,0.129999999999999,0.5823068309070504,3,576.1833000000001,444.78,262.59,282.93,0.0,0.0,0.0
